employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100959,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,1.000,16.67,16.67,41.34
EMP100959,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,41.34
EMP100960,Commercial,HRBP,III,Cognitive Ability,iq,109.000,107.000,98.17,98.17,43.83
EMP100960,Commercial,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,43.83
EMP100960,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,43.83
EMP100965,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,126.000,115.60,115.60,44.09
EMP100965,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,1.000,16.67,16.67,44.09
EMP100965,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,44.09
EMP100966,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,140.000,128.44,128.44,53.92
EMP100966,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,53.92
EMP100966,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,0.00,0.00,53.92
EMP100968,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,124.000,113.76,113.76,49.03
EMP100968,Commercial,Brand Executive,IV,Leadership,tiki,6.000,2.000,33.33,33.33,49.03
EMP100968,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,49.03
EMP100969,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,117.000,107.34,107.34,74.67
EMP100969,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,7.000,116.67,116.67,74.67
EMP100969,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,74.67
EMP100970,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,108.000,99.08,99.08,60.81
EMP100970,Commercial,Finance Officer,IV,Leadership,tiki,6.000,5.000,83.33,83.33,60.81
EMP100970,Commercial,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,60.81
EMP100971,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,102.000,93.58,93.58,75.64
EMP100971,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,2.000,33.33,33.33,75.64
EMP100971,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,100.00,100.00,75.64
EMP100973,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,114.000,104.59,104.59,84.86
EMP100973,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,9.000,150.00,150.00,84.86
EMP100973,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,84.86
EMP100974,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP100974,Technology,Data Analyst,III,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP100974,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,33.33
EMP100976,Technology,Finance Officer,IV,Cognitive Ability,iq,109.000,92.000,84.40,84.40,78.13
EMP100976,Technology,Finance Officer,IV,Leadership,tiki,6.000,9.000,150.00,150.00,78.13
EMP100976,Technology,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,78.13
EMP100977,Commercial,Finance Officer,V,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP100977,Commercial,Finance Officer,V,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP100977,Commercial,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,16.67
EMP100979,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,111.000,101.83,101.83,78.39
EMP100979,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,8.000,133.33,133.33,78.39
EMP100979,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,78.39
EMP100980,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,124.000,113.76,113.76,49.03
EMP100980,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,2.000,33.33,33.33,49.03
EMP100980,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,49.03
EMP100982,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,94.000,86.24,86.24,34.30
EMP100982,Technology,Sales Supervisor,V,Leadership,tiki,6.000,1.000,16.67,16.67,34.30
EMP100982,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,34.30
EMP100983,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,120.000,110.09,110.09,53.36
EMP100983,Technology,Finance Officer,V,Leadership,tiki,6.000,3.000,50.00,50.00,53.36
EMP100983,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,53.36
EMP100984,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,118.000,108.26,108.26,69.42
EMP100984,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,6.000,100.00,100.00,69.42
EMP100984,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,69.42
EMP100989,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,109.000,100.00,100.00,61.11
EMP100989,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,5.000,83.33,83.33,61.11
EMP100989,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,61.11
EMP100991,HR & Corp Affairs,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,83.33
EMP100991,HR & Corp Affairs,Supply Planner,III,Leadership,tiki,6.000,9.000,150.00,150.00,83.33
EMP100991,HR & Corp Affairs,Supply Planner,III,Personality,disc_word,null,null,100.00,100.00,83.33
EMP100992,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100992,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100992,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100993,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,127.000,116.51,116.51,49.95
EMP100993,Technology,Data Analyst,V,Leadership,tiki,6.000,2.000,33.33,33.33,49.95
EMP100993,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,49.95
EMP100995,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,117.000,107.34,107.34,74.67
EMP100995,Commercial,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,74.67
EMP100995,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,74.67
EMP100996,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,106.000,97.25,97.25,76.86
EMP100996,Commercial,Brand Executive,IV,Leadership,tiki,6.000,8.000,133.33,133.33,76.86
EMP100996,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,76.86
EMP100998,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,102.000,93.58,93.58,92.30
EMP100998,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,5.000,83.33,83.33,92.30
EMP100998,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,100.00,100.00,92.30
EMP100999,Technology,Sales Supervisor,III,Cognitive Ability,iq,109.000,136.000,124.77,124.77,52.70
EMP100999,Technology,Sales Supervisor,III,Leadership,tiki,6.000,2.000,33.33,33.33,52.70
EMP100999,Technology,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,52.70
EMP101001,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,119.000,109.17,109.17,91.95
EMP101001,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,10.000,166.67,166.67,91.95
EMP101001,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,91.95
EMP101002,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,85.000,77.98,77.98,75.99
EMP101002,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,9.000,150.00,150.00,75.99
EMP101002,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,75.99
EMP101004,Technology,HRBP,IV,Cognitive Ability,iq,109.000,83.000,76.15,76.15,75.38
EMP101004,Technology,HRBP,IV,Leadership,tiki,6.000,9.000,150.00,150.00,75.38
EMP101004,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,75.38
EMP101005,HR & Corp Affairs,Sales Supervisor,III,Cognitive Ability,iq,109.000,115.000,105.50,105.50,57.39
EMP101005,HR & Corp Affairs,Sales Supervisor,III,Leadership,tiki,6.000,4.000,66.67,66.67,57.39
EMP101005,HR & Corp Affairs,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,57.39
EMP101008,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,138.000,126.61,126.61,81.09
EMP101008,Commercial,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,81.09
EMP101008,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,81.09
EMP101010,Commercial,Brand Executive,V,Cognitive Ability,iq,109.000,125.000,114.68,114.68,88.23
EMP101010,Commercial,Brand Executive,V,Leadership,tiki,6.000,9.000,150.00,150.00,88.23
EMP101010,Commercial,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,88.23
EMP101012,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,50.00
EMP101012,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,9.000,150.00,150.00,50.00
EMP101012,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,50.00
EMP101013,Technology,HRBP,IV,Cognitive Ability,iq,109.000,89.000,81.65,81.65,49.44
EMP101013,Technology,HRBP,IV,Leadership,tiki,6.000,4.000,66.67,66.67,49.44
EMP101013,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,49.44
EMP101015,Technology,HRBP,III,Cognitive Ability,iq,109.000,118.000,108.26,108.26,63.86
EMP101015,Technology,HRBP,III,Leadership,tiki,6.000,5.000,83.33,83.33,63.86
EMP101015,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,63.86
EMP101016,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,117.000,107.34,107.34,96.89
EMP101016,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,5.000,83.33,83.33,96.89
EMP101016,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,100.00,100.00,96.89
EMP101017,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,140.000,128.44,128.44,87.26
EMP101017,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,8.000,133.33,133.33,87.26
EMP101017,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,87.26
EMP101018,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,120.000,110.09,110.09,86.70
EMP101018,Commercial,Supply Planner,III,Leadership,tiki,6.000,9.000,150.00,150.00,86.70
EMP101018,Commercial,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,86.70
EMP101019,HR & Corp Affairs,Brand Executive,III,Cognitive Ability,iq,109.000,107.000,98.17,98.17,82.72
EMP101019,HR & Corp Affairs,Brand Executive,III,Leadership,tiki,6.000,9.000,150.00,150.00,82.72
EMP101019,HR & Corp Affairs,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,82.72
EMP101020,Commercial,HRBP,V,Cognitive Ability,iq,109.000,93.000,85.32,85.32,72.88
EMP101020,Commercial,HRBP,V,Leadership,tiki,6.000,8.000,133.33,133.33,72.88
EMP101020,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,72.88
EMP101021,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,135.000,123.85,123.85,96.84
EMP101021,Technology,Sales Supervisor,V,Leadership,tiki,6.000,10.000,166.67,166.67,96.84
EMP101021,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,96.84
EMP101023,Technology,Finance Officer,IV,Cognitive Ability,iq,109.000,137.000,125.69,125.69,69.67
EMP101023,Technology,Finance Officer,IV,Leadership,tiki,6.000,5.000,83.33,83.33,69.67
EMP101023,Technology,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,69.67
EMP101025,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,122.000,111.93,111.93,70.64
EMP101025,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,6.000,100.00,100.00,70.64
EMP101025,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,70.64
EMP101027,Technology,HRBP,III,Cognitive Ability,iq,109.000,140.000,128.44,128.44,81.70
EMP101027,Technology,HRBP,III,Leadership,tiki,6.000,7.000,116.67,116.67,81.70
EMP101027,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,81.70
EMP101028,Technology,HRBP,IV,Cognitive Ability,iq,109.000,130.000,119.27,119.27,50.87
EMP101028,Technology,HRBP,IV,Leadership,tiki,6.000,2.000,33.33,33.33,50.87
EMP101028,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,50.87
EMP101029,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,103.000,94.50,94.50,37.05
EMP101029,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,1.000,16.67,16.67,37.05
EMP101029,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,37.05
EMP101030,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP101030,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP101030,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP101032,Commercial,Data Analyst,IV,Cognitive Ability,iq,109.000,96.000,88.07,88.07,51.58
EMP101032,Commercial,Data Analyst,IV,Leadership,tiki,6.000,4.000,66.67,66.67,51.58
EMP101032,Commercial,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,51.58
EMP101034,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,117.000,107.34,107.34,91.34
EMP101034,Technology,Finance Officer,V,Leadership,tiki,6.000,10.000,166.67,166.67,91.34
EMP101034,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,91.34
EMP101035,Commercial,Finance Officer,III,Cognitive Ability,iq,109.000,119.000,109.17,109.17,91.95
EMP101035,Commercial,Finance Officer,III,Leadership,tiki,6.000,10.000,166.67,166.67,91.95
EMP101035,Commercial,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,91.95
EMP101037,Commercial,Sales Supervisor,V,Cognitive Ability,iq,109.000,138.000,126.61,126.61,69.98
EMP101037,Commercial,Sales Supervisor,V,Leadership,tiki,6.000,5.000,83.33,83.33,69.98
EMP101037,Commercial,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,69.98
EMP101038,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,124.000,113.76,113.76,82.36
EMP101038,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,8.000,133.33,133.33,82.36
EMP101038,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,82.36
EMP101039,Commercial,Supply Planner,IV,Cognitive Ability,iq,109.000,111.000,101.83,101.83,45.06
EMP101039,Commercial,Supply Planner,IV,Leadership,tiki,6.000,2.000,33.33,33.33,45.06
EMP101039,Commercial,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,45.06
EMP101042,Commercial,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,11.11
EMP101042,Commercial,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP101042,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,11.11
EMP101043,Commercial,HRBP,V,Cognitive Ability,iq,109.000,null,0.00,0.00,50.00
EMP101043,Commercial,HRBP,V,Leadership,tiki,6.000,9.000,150.00,150.00,50.00
EMP101043,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,50.00
EMP101045,HR & Corp Affairs,Brand Executive,V,Cognitive Ability,iq,109.000,139.000,127.52,127.52,92.51
EMP101045,HR & Corp Affairs,Brand Executive,V,Leadership,tiki,6.000,9.000,150.00,150.00,92.51
EMP101045,HR & Corp Affairs,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,92.51
EMP101046,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,119.000,109.17,109.17,75.28
EMP101046,Technology,Supply Planner,IV,Leadership,tiki,6.000,7.000,116.67,116.67,75.28
EMP101046,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,75.28
EMP101049,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101049,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101049,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101050,Technology,HRBP,V,Cognitive Ability,iq,109.000,91.000,83.49,83.49,83.38
EMP101050,Technology,HRBP,V,Leadership,tiki,6.000,10.000,166.67,166.67,83.38
EMP101050,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,83.38
EMP101051,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,111.000,101.83,101.83,67.28
EMP101051,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,6.000,100.00,100.00,67.28
EMP101051,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,67.28
EMP101052,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP101052,Technology,Supply Planner,IV,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP101052,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,27.78
EMP101054,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,118.000,108.26,108.26,63.86
EMP101054,Technology,Sales Supervisor,V,Leadership,tiki,6.000,5.000,83.33,83.33,63.86
EMP101054,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,63.86
EMP101057,Commercial,HRBP,III,Cognitive Ability,iq,109.000,119.000,109.17,109.17,53.06
EMP101057,Commercial,HRBP,III,Leadership,tiki,6.000,3.000,50.00,50.00,53.06
EMP101057,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,53.06
EMP101058,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,110.000,100.92,100.92,50.31
EMP101058,Technology,Data Analyst,III,Leadership,tiki,6.000,3.000,50.00,50.00,50.31
EMP101058,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,50.31
EMP101059,Technology,Brand Executive,V,Cognitive Ability,iq,109.000,134.000,122.94,122.94,46.53
EMP101059,Technology,Brand Executive,V,Leadership,tiki,6.000,1.000,16.67,16.67,46.53
EMP101059,Technology,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,46.53
EMP101062,Technology,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP101062,Technology,HRBP,III,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP101062,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,27.78
EMP101063,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,86.000,78.90,78.90,37.41
EMP101063,Technology,Data Analyst,III,Leadership,tiki,6.000,2.000,33.33,33.33,37.41
EMP101063,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,37.41
EMP101066,Technology,Supply Planner,III,Cognitive Ability,iq,109.000,85.000,77.98,77.98,59.33
EMP101066,Technology,Supply Planner,III,Leadership,tiki,6.000,6.000,100.00,100.00,59.33
EMP101066,Technology,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,59.33
EMP101070,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,94.000,86.24,86.24,67.64
EMP101070,Commercial,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,67.64
EMP101070,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,67.64
EMP101071,Commercial,Supply Planner,V,Cognitive Ability,iq,109.000,122.000,111.93,111.93,48.42
EMP101071,Commercial,Supply Planner,V,Leadership,tiki,6.000,2.000,33.33,33.33,48.42
EMP101071,Commercial,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,48.42
EMP101072,Commercial,HRBP,III,Cognitive Ability,iq,109.000,138.000,126.61,126.61,69.98
EMP101072,Commercial,HRBP,III,Leadership,tiki,6.000,5.000,83.33,83.33,69.98
EMP101072,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,69.98
EMP101073,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,72.22
EMP101073,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,7.000,116.67,116.67,72.22
EMP101073,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,100.00,100.00,72.22
EMP101076,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,80.000,73.39,73.39,80.02
EMP101076,Technology,Sales Supervisor,V,Leadership,tiki,6.000,10.000,166.67,166.67,80.02
EMP101076,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,80.02
EMP101077,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,96.000,88.07,88.07,62.69
EMP101077,Commercial,Supply Planner,III,Leadership,tiki,6.000,6.000,100.00,100.00,62.69
EMP101077,Commercial,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,62.69
EMP101079,Technology,Sales Supervisor,IV,Cognitive Ability,iq,109.000,127.000,116.51,116.51,88.84
EMP101079,Technology,Sales Supervisor,IV,Leadership,tiki,6.000,9.000,150.00,150.00,88.84
EMP101079,Technology,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,88.84
EMP101080,HR & Corp Affairs,Brand Executive,III,Cognitive Ability,iq,109.000,128.000,117.43,117.43,78.03
EMP101080,HR & Corp Affairs,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,78.03
EMP101080,HR & Corp Affairs,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,78.03
EMP101084,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,139.000,127.52,127.52,81.40
EMP101084,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,7.000,116.67,116.67,81.40
EMP101084,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,81.40
EMP101086,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,116.000,106.42,106.42,63.25
EMP101086,Technology,Data Analyst,III,Leadership,tiki,6.000,5.000,83.33,83.33,63.25
EMP101086,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,63.25
EMP101088,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,114.000,104.59,104.59,40.42
EMP101088,Technology,Sales Supervisor,V,Leadership,tiki,6.000,1.000,16.67,16.67,40.42
EMP101088,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,40.42
EMP101089,Technology,HRBP,III,Cognitive Ability,iq,109.000,127.000,116.51,116.51,77.73
EMP101089,Technology,HRBP,III,Leadership,tiki,6.000,1.000,16.67,16.67,77.73
EMP101089,Technology,HRBP,III,Personality,disc_word,null,null,100.00,100.00,77.73
EMP101092,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,104.000,95.41,95.41,54.03
EMP101092,Commercial,Brand Executive,III,Leadership,tiki,6.000,4.000,66.67,66.67,54.03
EMP101092,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,54.03
EMP101093,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP101093,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP101093,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,5.56
EMP101094,Technology,Sales Supervisor,III,Cognitive Ability,iq,109.000,120.000,110.09,110.09,81.14
EMP101094,Technology,Sales Supervisor,III,Leadership,tiki,6.000,8.000,133.33,133.33,81.14
EMP101094,Technology,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,81.14
EMP101096,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101096,Technology,Data Analyst,V,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101096,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101100,Technology,HRBP,V,Cognitive Ability,iq,109.000,124.000,113.76,113.76,49.03
EMP101100,Technology,HRBP,V,Leadership,tiki,6.000,2.000,33.33,33.33,49.03
EMP101100,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,49.03
EMP101104,Commercial,Finance Officer,V,Cognitive Ability,iq,109.000,120.000,110.09,110.09,47.81
EMP101104,Commercial,Finance Officer,V,Leadership,tiki,6.000,2.000,33.33,33.33,47.81
EMP101104,Commercial,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,47.81
EMP101106,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101106,Technology,Brand Executive,III,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101106,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101107,Commercial,HRBP,V,Cognitive Ability,iq,109.000,89.000,81.65,81.65,66.11
EMP101107,Commercial,HRBP,V,Leadership,tiki,6.000,7.000,116.67,116.67,66.11
EMP101107,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,66.11
EMP101110,Commercial,HRBP,V,Cognitive Ability,iq,109.000,85.000,77.98,77.98,70.44
EMP101110,Commercial,HRBP,V,Leadership,tiki,6.000,8.000,133.33,133.33,70.44
EMP101110,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,70.44
EMP101112,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,96.000,88.07,88.07,57.14
EMP101112,Commercial,Brand Executive,III,Leadership,tiki,6.000,5.000,83.33,83.33,57.14
EMP101112,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,57.14
EMP101113,Technology,HRBP,V,Cognitive Ability,iq,109.000,93.000,85.32,85.32,56.22
EMP101113,Technology,HRBP,V,Leadership,tiki,6.000,5.000,83.33,83.33,56.22
EMP101113,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,56.22
EMP101114,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,84.000,77.06,77.06,81.24
EMP101114,Commercial,Brand Executive,III,Leadership,tiki,6.000,10.000,166.67,166.67,81.24
EMP101114,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,81.24
EMP101117,Commercial,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP101117,Commercial,Sales Supervisor,V,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP101117,Commercial,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,22.22
EMP101118,Technology,HRBP,V,Cognitive Ability,iq,109.000,81.000,74.31,74.31,69.22
EMP101118,Technology,HRBP,V,Leadership,tiki,6.000,8.000,133.33,133.33,69.22
EMP101118,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,69.22
